PO#,Ship From,Destination,Status,Total Amount,Expected Arrival,Carrier Reference,Internal Notes
PO-438194,Berlin Factory,Los Angeles Port,DELAYED,196788.29,2026-04-07 19:51:24,CARR-6985,
PO-774865,Tokyo Port,Berlin Factory,DELAYED,146259.43,2026-03-21 19:51:24,CARR-3345,
PO-944532,Dallas DC,Los Angeles Port,DELIVERED,217026.77,2026-03-27 19:51:24,CARR-6100,
PO-335189,Tokyo Port,Shanghai Port,DELIVERED,85010.58,2026-03-20 19:51:24,CARR-3948,
PO-400562,Shanghai Port,Berlin Factory,AT_PORT,137816.83,2026-04-19 19:51:24,CARR-2970,
PO-367985,Rotterdam,Shanghai Port,IN_TRANSIT,174419.39,2026-04-09 19:51:24,CARR-5554,
PO-400274,Shanghai Port,Tokyo Port,IN_TRANSIT,137549.31,2026-03-22 19:51:24,CARR-9736,
PO-611113,Tokyo Port,Dallas DC,IN_TRANSIT,156318.53,2026-04-05 19:51:24,CARR-4331,
PO-857270,Los Angeles Port,Berlin Factory,IN_TRANSIT,121613.94,2026-04-05 19:51:24,CARR-3849,
PO-960945,Rotterdam,Tokyo Port,AT_PORT,23349.12,2026-03-28 19:51:24,CARR-6930,
PO-678713,Dallas DC,Berlin Factory,DELIVERED,229506.92,2026-04-01 19:51:24,CARR-3978,
PO-116501,Los Angeles Port,Rotterdam,DELAYED,189145.7,2026-04-02 19:51:24,CARR-8374,
PO-246665,Los Angeles Port,Rotterdam,IN_TRANSIT,240936.13,2026-04-13 19:51:24,CARR-3634,Handle with care
PO-355249,Berlin Factory,Dallas DC,IN_TRANSIT,226305.35,2026-04-09 19:51:24,CARR-5373,Handle with care
PO-570397,Shanghai Port,Rotterdam,IN_TRANSIT,207177.64,2026-04-11 19:51:24,CARR-3960,
PO-504861,Berlin Factory,Dallas DC,DELAYED,9143.03,2026-03-27 19:51:24,CARR-7464,
PO-557878,Dallas DC,Rotterdam,IN_TRANSIT,102703.27,2026-03-18 19:51:24,CARR-6031,
PO-411231,Rotterdam,Berlin Factory,AT_PORT,6927.41,2026-04-18 19:51:24,CARR-8351,
PO-530665,Los Angeles Port,Berlin Factory,AT_PORT,152461.37,2026-04-15 19:51:24,CARR-5914,
PO-117049,Shanghai Port,Berlin Factory,IN_TRANSIT,159798.56,2026-03-14 19:51:24,CARR-3862,
PO-187262,Rotterdam,Dallas DC,DELAYED,152891.29,2026-03-19 19:51:24,CARR-4628,
PO-115415,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,193716.47,2026-04-21 19:51:24,CARR-3499,
PO-668055,Berlin Factory,Dallas DC,IN_TRANSIT,75177.08,2026-04-13 19:51:24,CARR-5992,
PO-352327,Berlin Factory,Rotterdam,DELIVERED,55617.89,2026-04-04 19:51:24,CARR-8597,
PO-901047,Rotterdam,Shanghai Port,DELAYED,101433.0,2026-03-28 19:51:24,CARR-2459,Handle with care
PO-438418,Berlin Factory,Tokyo Port,IN_TRANSIT,153764.24,2026-04-14 19:51:24,CARR-8242,
PO-917484,Berlin Factory,Los Angeles Port,AT_PORT,89255.92,2026-03-25 19:51:24,CARR-8795,
PO-646729,Berlin Factory,Shanghai Port,AT_PORT,24090.56,2026-04-08 19:51:24,CARR-1975,
PO-130519,Berlin Factory,Dallas DC,IN_TRANSIT,124405.42,2026-04-16 19:51:24,CARR-2669,
PO-164837,Rotterdam,Los Angeles Port,IN_TRANSIT,224703.97,2026-03-15 19:51:24,CARR-2022,Handle with care
PO-909654,Shanghai Port,Tokyo Port,IN_TRANSIT,20356.78,2026-03-19 19:51:24,CARR-6672,
PO-574797,Los Angeles Port,Berlin Factory,IN_TRANSIT,68725.69,2026-04-19 19:51:24,CARR-6769,
PO-789387,Los Angeles Port,Rotterdam,IN_TRANSIT,116821.48,2026-04-02 19:51:24,CARR-5580,Handle with care
PO-672342,Tokyo Port,Dallas DC,AT_PORT,125463.37,2026-04-11 19:51:24,CARR-3064,
PO-577638,Los Angeles Port,Shanghai Port,AT_PORT,18734.66,2026-03-28 19:51:24,CARR-5181,
PO-464114,Tokyo Port,Rotterdam,IN_TRANSIT,238348.44,2026-04-20 19:51:24,CARR-1182,Handle with care
PO-614011,Berlin Factory,Rotterdam,IN_TRANSIT,238287.73,2026-03-22 19:51:24,CARR-3599,
PO-495068,Berlin Factory,Shanghai Port,AT_PORT,38696.62,2026-03-15 19:51:24,CARR-8792,
PO-648009,Berlin Factory,Rotterdam,IN_TRANSIT,50697.4,2026-04-02 19:51:24,CARR-8088,
PO-377872,Berlin Factory,Rotterdam,DELIVERED,169350.65,2026-04-14 19:51:24,CARR-6903,
PO-698372,Shanghai Port,Berlin Factory,IN_TRANSIT,26839.2,2026-03-14 19:51:24,CARR-2938,Handle with care
PO-304706,Los Angeles Port,Tokyo Port,IN_TRANSIT,236331.78,2026-03-27 19:51:24,CARR-2815,
PO-839919,Berlin Factory,Dallas DC,AT_PORT,167034.68,2026-04-18 19:51:24,CARR-4783,
PO-783995,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,225950.51,2026-03-16 19:51:24,CARR-6395,
PO-236262,Rotterdam,Berlin Factory,IN_TRANSIT,240173.99,2026-03-26 19:51:24,CARR-7649,
PO-585365,Shanghai Port,Rotterdam,DELIVERED,32887.32,2026-03-20 19:51:24,CARR-9034,
PO-216620,Tokyo Port,Rotterdam,CUSTOMS_HOLD,128275.9,2026-04-01 19:51:24,CARR-7689,
PO-353915,Los Angeles Port,Rotterdam,CUSTOMS_HOLD,61539.57,2026-04-22 19:51:24,CARR-6764,
PO-673718,Shanghai Port,Rotterdam,DELIVERED,80858.43,2026-03-22 19:51:24,CARR-5250,Handle with care
PO-400480,Shanghai Port,Los Angeles Port,IN_TRANSIT,16307.42,2026-03-28 19:51:24,CARR-4598,
PO-984136,Tokyo Port,Berlin Factory,DELIVERED,148984.33,2026-04-15 19:51:24,CARR-1105,Handle with care
PO-260724,Shanghai Port,Los Angeles Port,CUSTOMS_HOLD,198610.47,2026-03-30 19:51:24,CARR-9915,Handle with care
PO-226159,Los Angeles Port,Shanghai Port,IN_TRANSIT,207321.26,2026-04-13 19:51:24,CARR-1078,Handle with care
PO-480634,Shanghai Port,Dallas DC,IN_TRANSIT,118467.62,2026-04-08 19:51:24,CARR-8280,
PO-466053,Rotterdam,Dallas DC,AT_PORT,155812.7,2026-04-14 19:51:24,CARR-5513,
PO-418941,Shanghai Port,Dallas DC,IN_TRANSIT,223252.97,2026-04-11 19:51:24,CARR-2417,
PO-490381,Berlin Factory,Tokyo Port,IN_TRANSIT,38617.53,2026-04-21 19:51:24,CARR-3452,
PO-569067,Tokyo Port,Berlin Factory,CUSTOMS_HOLD,214069.33,2026-03-13 19:51:24,CARR-3322,
PO-602634,Shanghai Port,Berlin Factory,AT_PORT,80215.4,2026-04-16 19:51:24,CARR-1399,Handle with care
PO-741379,Shanghai Port,Los Angeles Port,DELIVERED,94097.43,2026-03-16 19:51:24,CARR-2166,
PO-969746,Rotterdam,Berlin Factory,IN_TRANSIT,83518.02,2026-03-24 19:51:24,CARR-3954,
PO-399972,Dallas DC,Rotterdam,AT_PORT,33489.44,2026-04-13 19:51:24,CARR-6007,Handle with care
PO-806499,Rotterdam,Dallas DC,CUSTOMS_HOLD,143980.96,2026-03-22 19:51:24,CARR-4924,Handle with care
PO-786712,Dallas DC,Berlin Factory,IN_TRANSIT,147242.3,2026-03-20 19:51:24,CARR-7481,
PO-713555,Los Angeles Port,Berlin Factory,IN_TRANSIT,237860.14,2026-04-17 19:51:24,CARR-9625,
PO-939646,Shanghai Port,Rotterdam,IN_TRANSIT,189588.13,2026-03-18 19:51:24,CARR-9565,
PO-161126,Rotterdam,Dallas DC,IN_TRANSIT,144587.82,2026-03-20 19:51:24,CARR-1927,
PO-507194,Tokyo Port,Dallas DC,DELAYED,187787.61,2026-03-15 19:51:24,CARR-1101,
PO-138853,Los Angeles Port,Shanghai Port,AT_PORT,166082.19,2026-04-22 19:51:24,CARR-7822,
PO-998014,Berlin Factory,Rotterdam,IN_TRANSIT,71525.55,2026-03-15 19:51:24,CARR-4654,Handle with care
PO-677014,Los Angeles Port,Shanghai Port,DELIVERED,108765.61,2026-04-11 19:51:24,CARR-4419,
PO-781743,Shanghai Port,Rotterdam,IN_TRANSIT,12120.33,2026-03-30 19:51:24,CARR-4520,Handle with care
PO-688817,Tokyo Port,Shanghai Port,IN_TRANSIT,18518.4,2026-03-22 19:51:24,CARR-6071,
PO-967276,Dallas DC,Tokyo Port,AT_PORT,106016.51,2026-04-15 19:51:24,CARR-8068,
PO-665664,Tokyo Port,Los Angeles Port,DELAYED,65353.45,2026-04-19 19:51:24,CARR-1550,
PO-311875,Tokyo Port,Dallas DC,IN_TRANSIT,224093.31,2026-04-14 19:51:24,CARR-7718,Handle with care
PO-861561,Rotterdam,Shanghai Port,AT_PORT,198851.21,2026-03-20 19:51:24,CARR-4439,
PO-127212,Rotterdam,Shanghai Port,IN_TRANSIT,21810.05,2026-03-27 19:51:24,CARR-5195,
PO-699360,Tokyo Port,Dallas DC,IN_TRANSIT,189981.76,2026-04-17 19:51:24,CARR-4232,
PO-847491,Shanghai Port,Los Angeles Port,AT_PORT,72594.05,2026-04-18 19:51:24,CARR-4369,
PO-765944,Los Angeles Port,Dallas DC,DELIVERED,127847.66,2026-03-20 19:51:24,CARR-5966,Handle with care
PO-779335,Dallas DC,Berlin Factory,CUSTOMS_HOLD,171582.18,2026-04-09 19:51:24,CARR-1330,
PO-544742,Dallas DC,Shanghai Port,IN_TRANSIT,229402.97,2026-03-30 19:51:24,CARR-3813,
PO-850717,Berlin Factory,Tokyo Port,DELAYED,74454.65,2026-04-03 19:51:24,CARR-5228,
PO-227544,Tokyo Port,Rotterdam,IN_TRANSIT,72737.66,2026-03-31 19:51:24,CARR-8279,Handle with care
PO-532250,Berlin Factory,Rotterdam,DELIVERED,58680.99,2026-04-20 19:51:24,CARR-2349,
PO-151483,Dallas DC,Tokyo Port,IN_TRANSIT,160768.52,2026-04-07 19:51:24,CARR-3655,
PO-623312,Los Angeles Port,Shanghai Port,IN_TRANSIT,149535.1,2026-03-22 19:51:24,CARR-8552,
PO-815062,Dallas DC,Los Angeles Port,DELIVERED,42343.06,2026-04-01 19:51:24,CARR-4029,
PO-453481,Berlin Factory,Tokyo Port,DELIVERED,91478.29,2026-03-23 19:51:24,CARR-1768,
PO-484586,Rotterdam,Shanghai Port,DELAYED,120341.85,2026-03-16 19:51:24,CARR-2381,Handle with care
PO-910442,Shanghai Port,Tokyo Port,IN_TRANSIT,148555.91,2026-04-13 19:51:24,CARR-2734,
PO-330215,Rotterdam,Dallas DC,IN_TRANSIT,63323.14,2026-03-19 19:51:24,CARR-1043,Handle with care
PO-905738,Los Angeles Port,Berlin Factory,IN_TRANSIT,226721.9,2026-03-29 19:51:24,CARR-8990,Handle with care
PO-835823,Berlin Factory,Tokyo Port,IN_TRANSIT,217386.49,2026-03-28 19:51:24,CARR-2417,Handle with care
PO-961618,Shanghai Port,Rotterdam,IN_TRANSIT,24439.9,2026-04-03 19:51:24,CARR-6864,
PO-124853,Berlin Factory,Shanghai Port,IN_TRANSIT,121819.94,2026-03-22 19:51:24,CARR-8104,
PO-390425,Rotterdam,Dallas DC,IN_TRANSIT,9517.33,2026-03-14 19:51:24,CARR-4013,
PO-114718,Shanghai Port,Berlin Factory,IN_TRANSIT,179721.96,2026-04-07 19:51:24,CARR-3426,Handle with care
PO-762025,Rotterdam,Shanghai Port,CUSTOMS_HOLD,57464.99,2026-04-02 19:51:24,CARR-9311,
PO-700710,Berlin Factory,Dallas DC,IN_TRANSIT,14140.98,2026-03-19 19:51:24,CARR-6847,
PO-554884,Tokyo Port,Dallas DC,IN_TRANSIT,75761.19,2026-03-29 19:51:24,CARR-4856,
PO-162047,Berlin Factory,Rotterdam,DELIVERED,127042.59,2026-03-31 19:51:24,CARR-6902,
PO-130146,Los Angeles Port,Dallas DC,DELIVERED,10348.5,2026-04-13 19:51:24,CARR-1427,
PO-928232,Los Angeles Port,Tokyo Port,AT_PORT,132870.05,2026-03-13 19:51:24,CARR-1395,
PO-876322,Berlin Factory,Rotterdam,IN_TRANSIT,156558.76,2026-03-25 19:51:24,CARR-8152,
PO-329601,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,139281.83,2026-04-06 19:51:24,CARR-9332,Handle with care
PO-181451,Tokyo Port,Rotterdam,IN_TRANSIT,143558.08,2026-04-13 19:51:24,CARR-5158,Handle with care
PO-446144,Shanghai Port,Los Angeles Port,IN_TRANSIT,130388.04,2026-04-06 19:51:24,CARR-9403,
PO-159967,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,44657.12,2026-04-05 19:51:24,CARR-4660,
PO-323206,Tokyo Port,Dallas DC,IN_TRANSIT,196619.16,2026-04-02 19:51:24,CARR-2646,
PO-305222,Rotterdam,Tokyo Port,IN_TRANSIT,241161.75,2026-03-27 19:51:24,CARR-2245,
PO-606400,Berlin Factory,Shanghai Port,DELIVERED,240418.63,2026-03-18 19:51:24,CARR-9650,
PO-612589,Berlin Factory,Tokyo Port,AT_PORT,208180.79,2026-03-14 19:51:24,CARR-6362,
PO-933917,Berlin Factory,Shanghai Port,IN_TRANSIT,173986.63,2026-04-22 19:51:24,CARR-7639,Handle with care
PO-852932,Tokyo Port,Berlin Factory,DELAYED,29451.3,2026-04-04 19:51:24,CARR-3353,Handle with care
PO-167634,Los Angeles Port,Tokyo Port,IN_TRANSIT,127531.26,2026-04-03 19:51:24,CARR-1823,
PO-185061,Dallas DC,Berlin Factory,AT_PORT,175454.25,2026-04-10 19:51:24,CARR-5245,
PO-705389,Rotterdam,Los Angeles Port,IN_TRANSIT,247415.93,2026-04-03 19:51:24,CARR-5794,
PO-637470,Shanghai Port,Los Angeles Port,AT_PORT,68587.03,2026-04-11 19:51:24,CARR-3894,
PO-593861,Tokyo Port,Los Angeles Port,IN_TRANSIT,212148.26,2026-03-14 19:51:24,CARR-4973,
PO-904768,Shanghai Port,Rotterdam,IN_TRANSIT,223373.25,2026-04-18 19:51:24,CARR-8762,
PO-569635,Los Angeles Port,Dallas DC,DELAYED,188890.14,2026-03-31 19:51:24,CARR-1287,
PO-623435,Rotterdam,Dallas DC,DELAYED,150215.05,2026-04-02 19:51:24,CARR-5809,Handle with care
PO-492506,Tokyo Port,Los Angeles Port,IN_TRANSIT,149349.49,2026-03-20 19:51:24,CARR-8705,
PO-821714,Tokyo Port,Rotterdam,IN_TRANSIT,168430.56,2026-04-05 19:51:24,CARR-8480,
PO-729015,Shanghai Port,Berlin Factory,DELIVERED,97762.8,2026-03-30 19:51:24,CARR-7095,
PO-327787,Berlin Factory,Rotterdam,IN_TRANSIT,42540.09,2026-04-09 19:51:24,CARR-3947,
PO-973341,Rotterdam,Berlin Factory,IN_TRANSIT,238903.08,2026-04-07 19:51:24,CARR-3195,
PO-815894,Shanghai Port,Tokyo Port,IN_TRANSIT,73451.52,2026-04-13 19:51:24,CARR-8271,Handle with care
PO-863109,Tokyo Port,Dallas DC,IN_TRANSIT,190661.95,2026-03-30 19:51:24,CARR-4804,
PO-392840,Shanghai Port,Tokyo Port,AT_PORT,93188.77,2026-04-09 19:51:24,CARR-2951,
PO-601666,Shanghai Port,Los Angeles Port,AT_PORT,118561.51,2026-04-06 19:51:24,CARR-4471,Handle with care
PO-704619,Dallas DC,Rotterdam,AT_PORT,179888.97,2026-04-21 19:51:24,CARR-7916,
PO-896124,Dallas DC,Rotterdam,IN_TRANSIT,248133.82,2026-04-20 19:51:24,CARR-9047,
PO-473204,Dallas DC,Los Angeles Port,AT_PORT,162980.04,2026-03-31 19:51:24,CARR-4133,
PO-701194,Shanghai Port,Berlin Factory,AT_PORT,55286.22,2026-03-22 19:51:24,CARR-9833,
PO-521960,Shanghai Port,Los Angeles Port,DELAYED,44747.4,2026-03-25 19:51:24,CARR-4483,
PO-654823,Los Angeles Port,Rotterdam,DELIVERED,118057.74,2026-04-03 19:51:24,CARR-1525,
PO-684258,Rotterdam,Berlin Factory,DELIVERED,198816.79,2026-03-25 19:51:24,CARR-2654,Handle with care
PO-685133,Dallas DC,Shanghai Port,IN_TRANSIT,156559.18,2026-03-13 19:51:24,CARR-2762,
PO-645134,Tokyo Port,Berlin Factory,IN_TRANSIT,226120.56,2026-04-06 19:51:24,CARR-3601,
PO-383359,Rotterdam,Tokyo Port,DELIVERED,247731.23,2026-03-18 19:51:24,CARR-5174,
PO-793301,Shanghai Port,Rotterdam,AT_PORT,51609.74,2026-03-22 19:51:24,CARR-9871,
PO-583275,Los Angeles Port,Dallas DC,IN_TRANSIT,99427.01,2026-04-15 19:51:24,CARR-3497,
PO-127523,Dallas DC,Los Angeles Port,IN_TRANSIT,124336.73,2026-04-16 19:51:24,CARR-7272,Handle with care
PO-101634,Rotterdam,Los Angeles Port,CUSTOMS_HOLD,52461.19,2026-04-15 19:51:24,CARR-8257,
PO-645765,Rotterdam,Los Angeles Port,IN_TRANSIT,173247.87,2026-03-13 19:51:24,CARR-3130,
PO-126159,Tokyo Port,Dallas DC,IN_TRANSIT,168159.73,2026-04-15 19:51:24,CARR-2879,
PO-862653,Tokyo Port,Berlin Factory,IN_TRANSIT,183784.32,2026-03-26 19:51:24,CARR-7445,
PO-822187,Berlin Factory,Dallas DC,DELAYED,132382.07,2026-04-21 19:51:24,CARR-8061,Handle with care
PO-502266,Rotterdam,Los Angeles Port,AT_PORT,146594.53,2026-03-15 19:51:24,CARR-2027,
PO-114855,Los Angeles Port,Dallas DC,CUSTOMS_HOLD,71753.96,2026-03-13 19:51:24,CARR-3036,
PO-398397,Rotterdam,Dallas DC,IN_TRANSIT,211725.95,2026-03-31 19:51:24,CARR-7958,Handle with care
PO-254886,Los Angeles Port,Berlin Factory,AT_PORT,180667.78,2026-03-30 19:51:24,CARR-9433,
PO-849563,Los Angeles Port,Rotterdam,DELAYED,130088.14,2026-03-29 19:51:24,CARR-9828,Handle with care
PO-474589,Shanghai Port,Dallas DC,IN_TRANSIT,34133.95,2026-04-12 19:51:24,CARR-5054,
PO-952644,Berlin Factory,Los Angeles Port,IN_TRANSIT,230402.55,2026-03-14 19:51:24,CARR-8132,
PO-342637,Berlin Factory,Tokyo Port,AT_PORT,126819.84,2026-03-30 19:51:24,CARR-6269,
PO-954074,Dallas DC,Los Angeles Port,IN_TRANSIT,154300.0,2026-04-10 19:51:24,CARR-6259,
PO-129594,Dallas DC,Berlin Factory,DELIVERED,205058.21,2026-03-22 19:51:24,CARR-3118,
PO-937004,Berlin Factory,Dallas DC,AT_PORT,192670.04,2026-04-06 19:51:24,CARR-7789,Handle with care
PO-489711,Los Angeles Port,Dallas DC,AT_PORT,39965.13,2026-04-14 19:51:24,CARR-5970,
PO-409621,Rotterdam,Shanghai Port,AT_PORT,149890.09,2026-04-14 19:51:24,CARR-5048,Handle with care
PO-659466,Dallas DC,Tokyo Port,AT_PORT,75031.27,2026-03-28 19:51:24,CARR-9862,
PO-471059,Tokyo Port,Los Angeles Port,IN_TRANSIT,11286.97,2026-04-18 19:51:24,CARR-2415,Handle with care
PO-554208,Shanghai Port,Berlin Factory,IN_TRANSIT,230442.99,2026-03-31 19:51:24,CARR-2382,
PO-880369,Rotterdam,Berlin Factory,CUSTOMS_HOLD,233132.59,2026-03-15 19:51:24,CARR-4548,
PO-610486,Shanghai Port,Los Angeles Port,IN_TRANSIT,197881.87,2026-04-17 19:51:24,CARR-2642,Handle with care
PO-651654,Tokyo Port,Dallas DC,IN_TRANSIT,239114.44,2026-04-08 19:51:24,CARR-6561,
PO-653024,Dallas DC,Tokyo Port,AT_PORT,186227.1,2026-03-28 19:51:24,CARR-7234,Handle with care
PO-441318,Rotterdam,Shanghai Port,DELAYED,122896.7,2026-03-20 19:51:24,CARR-3698,
PO-634390,Los Angeles Port,Berlin Factory,DELAYED,102920.88,2026-03-14 19:51:24,CARR-1489,
PO-547079,Tokyo Port,Los Angeles Port,IN_TRANSIT,200221.49,2026-04-09 19:51:24,CARR-5655,
PO-695154,Los Angeles Port,Shanghai Port,DELIVERED,186715.77,2026-03-14 19:51:24,CARR-9780,
PO-947767,Berlin Factory,Dallas DC,IN_TRANSIT,26614.61,2026-03-24 19:51:24,CARR-1850,
PO-283550,Los Angeles Port,Dallas DC,IN_TRANSIT,49792.91,2026-04-14 19:51:24,CARR-6538,
PO-115096,Shanghai Port,Rotterdam,DELIVERED,92639.11,2026-04-09 19:51:24,CARR-1028,
PO-551582,Dallas DC,Shanghai Port,DELIVERED,189935.65,2026-03-31 19:51:24,CARR-3872,Handle with care
PO-712911,Berlin Factory,Tokyo Port,DELAYED,119797.34,2026-04-16 19:51:24,CARR-8183,
PO-706463,Dallas DC,Berlin Factory,IN_TRANSIT,7201.68,2026-03-30 19:51:24,CARR-3916,
PO-271083,Rotterdam,Berlin Factory,AT_PORT,192737.17,2026-04-08 19:51:24,CARR-7877,
PO-272241,Dallas DC,Shanghai Port,DELIVERED,152659.58,2026-03-25 19:51:24,CARR-7248,
PO-300730,Tokyo Port,Berlin Factory,DELAYED,36657.05,2026-03-31 19:51:24,CARR-7302,Handle with care
PO-870438,Rotterdam,Shanghai Port,IN_TRANSIT,152511.63,2026-04-08 19:51:24,CARR-1891,
PO-915761,Tokyo Port,Shanghai Port,DELAYED,175358.0,2026-04-02 19:51:24,CARR-2725,
PO-965052,Rotterdam,Los Angeles Port,CUSTOMS_HOLD,64194.77,2026-04-08 19:51:24,CARR-2660,
PO-132629,Tokyo Port,Rotterdam,DELIVERED,222677.21,2026-04-18 19:51:24,CARR-9887,
PO-852453,Tokyo Port,Berlin Factory,DELIVERED,157214.0,2026-04-19 19:51:24,CARR-8113,
PO-562289,Dallas DC,Shanghai Port,DELIVERED,171077.31,2026-04-06 19:51:24,CARR-9657,Handle with care
PO-382090,Shanghai Port,Los Angeles Port,AT_PORT,249490.1,2026-04-06 19:51:24,CARR-5386,Handle with care
PO-623729,Berlin Factory,Dallas DC,IN_TRANSIT,104307.52,2026-04-07 19:51:24,CARR-6827,
PO-311472,Shanghai Port,Rotterdam,IN_TRANSIT,39882.93,2026-03-28 19:51:24,CARR-4554,
PO-829416,Los Angeles Port,Tokyo Port,IN_TRANSIT,202975.94,2026-04-10 19:51:24,CARR-6678,
PO-995960,Los Angeles Port,Shanghai Port,IN_TRANSIT,7395.72,2026-03-22 19:51:24,CARR-4767,
PO-424795,Dallas DC,Shanghai Port,DELIVERED,180035.47,2026-03-25 19:51:24,CARR-7893,
PO-124357,Shanghai Port,Berlin Factory,IN_TRANSIT,136257.71,2026-03-29 19:51:24,CARR-5025,Handle with care
PO-237245,Rotterdam,Los Angeles Port,IN_TRANSIT,38600.59,2026-03-22 19:51:24,CARR-8025,Handle with care
PO-153065,Los Angeles Port,Tokyo Port,AT_PORT,208083.42,2026-04-18 19:51:24,CARR-6789,
PO-726037,Dallas DC,Shanghai Port,DELIVERED,48489.54,2026-03-29 19:51:24,CARR-5928,
PO-713862,Dallas DC,Berlin Factory,IN_TRANSIT,47743.41,2026-03-14 19:51:24,CARR-2216,
PO-574196,Berlin Factory,Shanghai Port,IN_TRANSIT,82854.44,2026-04-10 19:51:24,CARR-5709,
PO-146427,Dallas DC,Los Angeles Port,IN_TRANSIT,103285.05,2026-04-03 19:51:24,CARR-7038,Handle with care
PO-807488,Berlin Factory,Los Angeles Port,CUSTOMS_HOLD,137118.26,2026-03-27 19:51:24,CARR-2432,
PO-320579,Rotterdam,Los Angeles Port,IN_TRANSIT,83869.64,2026-04-08 19:51:24,CARR-5945,
PO-489526,Dallas DC,Shanghai Port,IN_TRANSIT,234155.02,2026-04-13 19:51:24,CARR-2088,
PO-905011,Tokyo Port,Berlin Factory,AT_PORT,245587.56,2026-03-28 19:51:24,CARR-9247,Handle with care
PO-836579,Rotterdam,Berlin Factory,CUSTOMS_HOLD,102232.71,2026-03-29 19:51:24,CARR-2371,
PO-594420,Dallas DC,Berlin Factory,DELAYED,114628.57,2026-03-18 19:51:24,CARR-3834,
PO-481061,Tokyo Port,Dallas DC,AT_PORT,225982.71,2026-04-05 19:51:24,CARR-9845,
PO-206488,Los Angeles Port,Dallas DC,DELIVERED,172227.47,2026-04-16 19:51:24,CARR-1796,
PO-389619,Berlin Factory,Tokyo Port,IN_TRANSIT,19852.82,2026-03-18 19:51:24,CARR-9475,
PO-666245,Rotterdam,Shanghai Port,DELAYED,64395.96,2026-04-12 19:51:24,CARR-2271,
PO-876305,Dallas DC,Los Angeles Port,DELIVERED,217928.75,2026-03-18 19:51:24,CARR-1838,Handle with care
PO-919886,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,213826.67,2026-04-08 19:51:24,CARR-8482,
PO-160720,Los Angeles Port,Rotterdam,IN_TRANSIT,238612.48,2026-04-08 19:51:24,CARR-3313,Handle with care
PO-230725,Berlin Factory,Dallas DC,CUSTOMS_HOLD,83781.41,2026-04-18 19:51:24,CARR-4424,
PO-511755,Tokyo Port,Los Angeles Port,IN_TRANSIT,81432.17,2026-04-21 19:51:24,CARR-2658,Handle with care
PO-799359,Shanghai Port,Berlin Factory,IN_TRANSIT,226812.9,2026-03-26 19:51:24,CARR-7962,Handle with care
PO-112038,Tokyo Port,Rotterdam,IN_TRANSIT,89409.2,2026-03-18 19:51:24,CARR-1905,
PO-180976,Shanghai Port,Berlin Factory,AT_PORT,151477.46,2026-04-15 19:51:24,CARR-8567,Handle with care
PO-307320,Rotterdam,Berlin Factory,IN_TRANSIT,151596.97,2026-04-05 19:51:24,CARR-7726,
PO-518943,Tokyo Port,Los Angeles Port,DELAYED,38507.9,2026-03-13 19:51:24,CARR-2192,
PO-702481,Dallas DC,Rotterdam,AT_PORT,248971.91,2026-03-17 19:51:24,CARR-2983,
PO-425816,Tokyo Port,Shanghai Port,AT_PORT,175046.21,2026-04-20 19:51:24,CARR-5163,Handle with care
PO-199534,Berlin Factory,Tokyo Port,AT_PORT,191789.78,2026-03-18 19:51:24,CARR-9853,
PO-646084,Dallas DC,Rotterdam,IN_TRANSIT,149738.94,2026-04-20 19:51:24,CARR-3249,
PO-350160,Tokyo Port,Shanghai Port,DELAYED,115485.27,2026-03-29 19:51:24,CARR-2176,
PO-895194,Los Angeles Port,Berlin Factory,IN_TRANSIT,192118.41,2026-03-27 19:51:24,CARR-9971,
PO-983413,Shanghai Port,Rotterdam,AT_PORT,178430.33,2026-04-22 19:51:24,CARR-2920,Handle with care
PO-435661,Shanghai Port,Tokyo Port,DELAYED,210347.18,2026-03-31 19:51:24,CARR-6867,
PO-468773,Rotterdam,Shanghai Port,DELIVERED,22685.64,2026-03-27 19:51:24,CARR-8188,Handle with care
PO-978858,Tokyo Port,Los Angeles Port,IN_TRANSIT,237704.46,2026-03-13 19:51:24,CARR-6662,
PO-293412,Tokyo Port,Dallas DC,DELIVERED,219147.47,2026-04-17 19:51:24,CARR-2111,
PO-531693,Rotterdam,Shanghai Port,IN_TRANSIT,18072.57,2026-04-19 19:51:24,CARR-5234,
PO-402952,Shanghai Port,Rotterdam,CUSTOMS_HOLD,208415.22,2026-03-14 19:51:24,CARR-6503,
PO-233098,Shanghai Port,Berlin Factory,CUSTOMS_HOLD,164285.8,2026-04-15 19:51:24,CARR-4496,
PO-722538,Berlin Factory,Tokyo Port,IN_TRANSIT,21218.93,2026-04-18 19:51:24,CARR-1374,
PO-742886,Shanghai Port,Tokyo Port,IN_TRANSIT,93644.03,2026-03-21 19:51:24,CARR-8073,
PO-817654,Dallas DC,Shanghai Port,AT_PORT,233215.05,2026-03-13 19:51:24,CARR-4984,
PO-398657,Los Angeles Port,Shanghai Port,DELIVERED,12382.49,2026-03-14 19:51:24,CARR-8714,
PO-914122,Berlin Factory,Shanghai Port,DELIVERED,46204.47,2026-04-02 19:51:24,CARR-4216,
